subject,model,test_condition,window_s,n_windows,n_correct,accuracy,auc
01,eeg_alpha_ts,FixedVideo,1,1192,574,0.4815436241610738,0.46983807035719116
01,eeg_alpha_ts,FixedVideo,2,596,276,0.46308724832214765,0.4645061033286789
01,eeg_alpha_ts,FixedVideo,5,236,114,0.4830508474576271,0.47055443837977595
01,eeg_alpha_ts,FixedVideo,10,116,53,0.45689655172413796,0.44589774078478006
01,eeg_alpha_ts,FixedVideo,30,36,12,0.3333333333333333,0.45679012345679015
01,eeg_alpha_ts,FixedVideo,60,16,6,0.375,0.53125
01,eeg_alpha_ts,MovingVideo,1,1192,568,0.47651006711409394,0.4597709562632314
01,eeg_alpha_ts,MovingVideo,2,596,300,0.5033557046979866,0.47993333633620106
01,eeg_alpha_ts,MovingVideo,5,236,119,0.5042372881355932,0.5060327492099972
01,eeg_alpha_ts,MovingVideo,10,116,62,0.5344827586206896,0.4892984542211653
01,eeg_alpha_ts,MovingVideo,30,36,20,0.5555555555555556,0.5493827160493827
01,eeg_alpha_ts,MovingVideo,60,16,10,0.625,0.65625
01,eeg_alpha_ts,NoVisuals,1,1192,609,0.5109060402684564,0.499498896446106
01,eeg_alpha_ts,NoVisuals,2,596,305,0.511744966442953,0.5131525606954641
01,eeg_alpha_ts,NoVisuals,5,236,120,0.5084745762711864,0.513358230393565
01,eeg_alpha_ts,NoVisuals,10,116,61,0.5258620689655172,0.539833531510107
01,eeg_alpha_ts,NoVisuals,30,36,18,0.5,0.5432098765432098
01,eeg_alpha_ts,NoVisuals,60,16,9,0.5625,0.4375
01,eeg_csp,FixedVideo,1,1192,486,0.4077181208053691,0.6674586730327463
01,eeg_csp,FixedVideo,2,596,243,0.4077181208053691,0.6893833611098599
01,eeg_csp,FixedVideo,5,236,92,0.3898305084745763,0.709135305946567
01,eeg_csp,FixedVideo,10,116,46,0.39655172413793105,0.7009512485136742
01,eeg_csp,FixedVideo,30,36,14,0.3888888888888889,0.6666666666666667
01,eeg_csp,FixedVideo,60,16,6,0.375,0.625
01,eeg_csp,MovingVideo,1,1192,632,0.5302013422818792,0.5226791585964596
01,eeg_csp,MovingVideo,2,596,314,0.5268456375838926,0.5324985361019774
01,eeg_csp,MovingVideo,5,236,118,0.5,0.5158000574547543
01,eeg_csp,MovingVideo,10,116,59,0.5086206896551724,0.5374554102259215
01,eeg_csp,MovingVideo,30,36,20,0.5555555555555556,0.5925925925925926
01,eeg_csp,MovingVideo,60,16,9,0.5625,0.6875
01,eeg_csp,NoVisuals,1,1192,871,0.7307046979865772,0.8500855817305526
01,eeg_csp,NoVisuals,2,596,410,0.6879194630872483,0.8537453267870818
01,eeg_csp,NoVisuals,5,236,156,0.6610169491525424,0.8853777650100546
01,eeg_csp,NoVisuals,10,116,80,0.6896551724137931,0.9316290130796672
01,eeg_csp,NoVisuals,30,36,25,0.6944444444444444,0.9938271604938271
01,eeg_csp,NoVisuals,60,16,12,0.75,1.0
01,eeg_eogreg_ts,FixedVideo,1,1192,509,0.42701342281879195,0.45231070672492224
01,eeg_eogreg_ts,FixedVideo,2,596,257,0.4312080536912752,0.45660105400657625
01,eeg_eogreg_ts,FixedVideo,5,236,100,0.423728813559322,0.46279804653835105
01,eeg_eogreg_ts,FixedVideo,10,116,46,0.39655172413793105,0.4637336504161712
01,eeg_eogreg_ts,FixedVideo,30,36,13,0.3611111111111111,0.43209876543209874
01,eeg_eogreg_ts,FixedVideo,60,16,6,0.375,0.34375
01,eeg_eogreg_ts,MovingVideo,1,1192,522,0.43791946308724833,0.4267769469843701
01,eeg_eogreg_ts,MovingVideo,2,596,273,0.45805369127516776,0.4345074546191613
01,eeg_eogreg_ts,MovingVideo,5,236,112,0.4745762711864407,0.43636885952312554
01,eeg_eogreg_ts,MovingVideo,10,116,55,0.47413793103448276,0.41141498216409034
01,eeg_eogreg_ts,MovingVideo,30,36,17,0.4722222222222222,0.4320987654320988
01,eeg_eogreg_ts,MovingVideo,60,16,8,0.5,0.53125
01,eeg_eogreg_ts,NoVisuals,1,1192,707,0.5931208053691275,0.6254335390297735
01,eeg_eogreg_ts,NoVisuals,2,596,350,0.587248322147651,0.6228773478672132
01,eeg_eogreg_ts,NoVisuals,5,236,132,0.559322033898305,0.5958058029301925
01,eeg_eogreg_ts,NoVisuals,10,116,68,0.5862068965517241,0.6266349583828776
01,eeg_eogreg_ts,NoVisuals,30,36,22,0.6111111111111112,0.6358024691358024
01,eeg_eogreg_ts,NoVisuals,60,16,10,0.625,0.5625
01,eeg_post_ts,FixedVideo,1,1192,680,0.5704697986577181,0.6673629566235755
01,eeg_post_ts,FixedVideo,2,596,337,0.5654362416107382,0.6844061078329805
01,eeg_post_ts,FixedVideo,5,236,137,0.5805084745762712,0.7038207411663315
01,eeg_post_ts,FixedVideo,10,116,69,0.5948275862068966,0.7568370986920333
01,eeg_post_ts,FixedVideo,30,36,21,0.5833333333333334,0.8209876543209877
01,eeg_post_ts,FixedVideo,60,16,10,0.625,0.84375
01,eeg_post_ts,MovingVideo,1,1192,636,0.5335570469798657,0.545200666636638
01,eeg_post_ts,MovingVideo,2,596,330,0.5536912751677853,0.5608305932165218
01,eeg_post_ts,MovingVideo,5,236,130,0.5508474576271186,0.5594656707842574
01,eeg_post_ts,MovingVideo,10,116,65,0.5603448275862069,0.5659928656361475
01,eeg_post_ts,MovingVideo,30,36,20,0.5555555555555556,0.5432098765432098
01,eeg_post_ts,MovingVideo,60,16,11,0.6875,0.75
01,eeg_post_ts,NoVisuals,1,1192,723,0.6065436241610739,0.7205418674834466
01,eeg_post_ts,NoVisuals,2,596,371,0.62248322147651,0.7387279852258908
01,eeg_post_ts,NoVisuals,5,236,143,0.6059322033898306,0.735277219189888
01,eeg_post_ts,NoVisuals,10,116,73,0.6293103448275862,0.7925089179548157
01,eeg_post_ts,NoVisuals,30,36,23,0.6388888888888888,0.9012345679012346
01,eeg_post_ts,NoVisuals,60,16,9,0.5625,0.9375
01,eeg_ts,FixedVideo,1,1192,525,0.44043624161073824,0.49054659700013514
01,eeg_ts,FixedVideo,2,596,276,0.46308724832214765,0.5375883969190577
01,eeg_ts,FixedVideo,5,236,109,0.461864406779661,0.6272622809537489
01,eeg_ts,FixedVideo,10,116,54,0.46551724137931033,0.6456599286563616
01,eeg_ts,FixedVideo,30,36,15,0.4166666666666667,0.6666666666666666
01,eeg_ts,FixedVideo,60,16,7,0.4375,0.6875
01,eeg_ts,MovingVideo,1,1192,558,0.46812080536912754,0.4636615467771722
01,eeg_ts,MovingVideo,2,596,272,0.4563758389261745,0.466668168100536
01,eeg_ts,MovingVideo,5,236,112,0.4745762711864407,0.4668198793450158
01,eeg_ts,MovingVideo,10,116,54,0.46551724137931033,0.4589774078478002
01,eeg_ts,MovingVideo,30,36,15,0.4166666666666667,0.4197530864197531
01,eeg_ts,MovingVideo,60,16,7,0.4375,0.46875
01,eeg_ts,NoVisuals,1,1192,682,0.5721476510067114,0.6019604972748975
01,eeg_ts,NoVisuals,2,596,348,0.5838926174496645,0.616548804107923
01,eeg_ts,NoVisuals,5,236,139,0.5889830508474576,0.5978167193335249
01,eeg_ts,NoVisuals,10,116,73,0.6293103448275862,0.6331747919143876
01,eeg_ts,NoVisuals,30,36,24,0.6666666666666666,0.654320987654321
01,eeg_ts,NoVisuals,60,16,10,0.625,0.65625
01,eog_ts,FixedVideo,1,1192,803,0.6736577181208053,0.7661028782487276
01,eog_ts,FixedVideo,2,596,422,0.7080536912751678,0.8299175712805729
01,eog_ts,FixedVideo,5,236,164,0.6949152542372882,0.8306521114622234
01,eog_ts,FixedVideo,10,116,88,0.7586206896551724,0.8834720570749108
01,eog_ts,FixedVideo,30,36,29,0.8055555555555556,0.9938271604938271
01,eog_ts,FixedVideo,60,16,12,0.75,1.0
01,eog_ts,MovingVideo,1,1192,576,0.48322147651006714,0.4889081572902122
01,eog_ts,MovingVideo,2,596,298,0.5,0.4925679023467411
01,eog_ts,MovingVideo,5,236,116,0.4915254237288136,0.537201953461649
01,eog_ts,MovingVideo,10,116,63,0.5431034482758621,0.5481569560047562
01,eog_ts,MovingVideo,30,36,18,0.5,0.5555555555555556
01,eog_ts,MovingVideo,60,16,10,0.625,0.625
01,eog_ts,NoVisuals,1,1192,555,0.46560402684563756,0.4772814287644701
01,eog_ts,NoVisuals,2,596,290,0.4865771812080537,0.4748885185352011
01,eog_ts,NoVisuals,5,236,124,0.5254237288135594,0.5295891985061764
01,eog_ts,NoVisuals,10,116,60,0.5172413793103449,0.5279429250891796
01,eog_ts,NoVisuals,30,36,18,0.5,0.5555555555555556
01,eog_ts,NoVisuals,60,16,7,0.4375,0.59375
01,gazectrl_csp,FixedVideo,1,1192,586,0.49161073825503354,0.5236982568352777
01,gazectrl_csp,FixedVideo,2,596,291,0.48825503355704697,0.5228368091527409
01,gazectrl_csp,FixedVideo,5,236,117,0.4957627118644068,0.5209709853490376
01,gazectrl_csp,FixedVideo,10,116,56,0.4827586206896552,0.49286563614744355
01,gazectrl_csp,FixedVideo,30,36,16,0.4444444444444444,0.4938271604938272
01,gazectrl_csp,FixedVideo,60,16,7,0.4375,0.5625
01,gazectrl_csp,MovingVideo,1,1192,564,0.47315436241610737,0.46445542993558847
01,gazectrl_csp,MovingVideo,2,596,267,0.44798657718120805,0.4437412729156345
01,gazectrl_csp,MovingVideo,5,236,106,0.4491525423728814,0.41783970123527714
01,gazectrl_csp,MovingVideo,10,116,47,0.4051724137931034,0.36623067776456597
01,gazectrl_csp,MovingVideo,30,36,13,0.3611111111111111,0.345679012345679
01,gazectrl_csp,MovingVideo,60,16,6,0.375,0.34375
01,gazectrl_csp,NoVisuals,1,1192,658,0.552013422818792,0.5873215170487815
01,gazectrl_csp,NoVisuals,2,596,330,0.5536912751677853,0.6064141254898427
01,gazectrl_csp,NoVisuals,5,236,131,0.5550847457627118,0.624533180120655
01,gazectrl_csp,NoVisuals,10,116,71,0.6120689655172413,0.6623067776456599
01,gazectrl_csp,NoVisuals,30,36,20,0.5555555555555556,0.8024691358024691
01,gazectrl_csp,NoVisuals,60,16,9,0.5625,0.9375
01,gazectrl_ts,FixedVideo,1,1192,632,0.5302013422818792,0.5463042205306068
01,gazectrl_ts,FixedVideo,2,596,311,0.5218120805369127,0.5390973379577496
01,gazectrl_ts,FixedVideo,5,236,128,0.5423728813559322,0.5699511634587762
01,gazectrl_ts,FixedVideo,10,116,58,0.5,0.5600475624256838
01,gazectrl_ts,FixedVideo,30,36,20,0.5555555555555556,0.6234567901234569
01,gazectrl_ts,FixedVideo,60,16,9,0.5625,0.6875
01,gazectrl_ts,MovingVideo,1,1192,602,0.5050335570469798,0.500501103553894
01,gazectrl_ts,MovingVideo,2,596,290,0.4865771812080537,0.48121706229449124
01,gazectrl_ts,MovingVideo,5,236,106,0.4491525423728814,0.4810399310542947
01,gazectrl_ts,MovingVideo,10,116,59,0.5086206896551724,0.5029726516052319
01,gazectrl_ts,MovingVideo,30,36,19,0.5277777777777778,0.5185185185185185
01,gazectrl_ts,MovingVideo,60,16,10,0.625,0.625
01,gazectrl_ts,NoVisuals,1,1192,642,0.5385906040268457,0.5668213143552092
01,gazectrl_ts,NoVisuals,2,596,306,0.5134228187919463,0.5495698391964325
01,gazectrl_ts,NoVisuals,5,236,123,0.5211864406779662,0.5636311404768743
01,gazectrl_ts,NoVisuals,10,116,60,0.5172413793103449,0.5980975029726516
01,gazectrl_ts,NoVisuals,30,36,23,0.6388888888888888,0.6975308641975309
01,gazectrl_ts,NoVisuals,60,16,9,0.5625,0.71875
03,eeg_alpha_ts,FixedVideo,1,1192,569,0.4773489932885906,0.46045223188144674
03,eeg_alpha_ts,FixedVideo,2,596,286,0.4798657718120805,0.46506914102968333
03,eeg_alpha_ts,FixedVideo,5,236,113,0.4788135593220339,0.45805802930192474
03,eeg_alpha_ts,FixedVideo,10,116,49,0.4224137931034483,0.44351961950059454
03,eeg_alpha_ts,FixedVideo,30,36,17,0.4722222222222222,0.42592592592592593
03,eeg_alpha_ts,FixedVideo,60,16,6,0.375,0.3125
03,eeg_alpha_ts,MovingVideo,1,1192,554,0.46476510067114096,0.44460272059817124
03,eeg_alpha_ts,MovingVideo,2,596,282,0.47315436241610737,0.44380883743975497
03,eeg_alpha_ts,MovingVideo,5,236,101,0.4279661016949153,0.41783970123527725
03,eeg_alpha_ts,MovingVideo,10,116,46,0.39655172413793105,0.36741973840665876
03,eeg_alpha_ts,MovingVideo,30,36,11,0.3055555555555556,0.271604938271605
03,eeg_alpha_ts,MovingVideo,60,16,4,0.25,0.25
03,eeg_alpha_ts,NoVisuals,1,1192,534,0.44798657718120805,0.43126435746137565
03,eeg_alpha_ts,NoVisuals,2,596,255,0.4278523489932886,0.41036439800009006
03,eeg_alpha_ts,NoVisuals,5,236,86,0.3644067796610169,0.3437230680838839
03,eeg_alpha_ts,NoVisuals,10,116,53,0.45689655172413796,0.31747919143876335
03,eeg_alpha_ts,NoVisuals,30,36,10,0.2777777777777778,0.17283950617283952
03,eeg_alpha_ts,NoVisuals,60,16,4,0.25,0.0625
03,eeg_csp,FixedVideo,1,1192,390,0.3271812080536913,0.33160668438358637
03,eeg_csp,FixedVideo,2,596,186,0.31208053691275167,0.332575109229314
03,eeg_csp,FixedVideo,5,236,70,0.2966101694915254,0.3161447859810399
03,eeg_csp,FixedVideo,10,116,33,0.28448275862068967,0.3097502972651605
03,eeg_csp,FixedVideo,30,36,10,0.2777777777777778,0.3209876543209877
03,eeg_csp,FixedVideo,60,16,5,0.3125,0.3125
03,eeg_csp,MovingVideo,1,1192,566,0.4748322147651007,0.34737737038872124
03,eeg_csp,MovingVideo,2,596,281,0.4714765100671141,0.30640511688662675
03,eeg_csp,MovingVideo,5,236,108,0.4576271186440678,0.2816719333524849
03,eeg_csp,MovingVideo,10,116,54,0.46551724137931033,0.24970273483947683
03,eeg_csp,MovingVideo,30,36,17,0.4722222222222222,0.2592592592592593
03,eeg_csp,MovingVideo,60,16,7,0.4375,0.28125
03,eeg_csp,NoVisuals,1,1192,493,0.41359060402684567,0.3232962479167605
03,eeg_csp,NoVisuals,2,596,252,0.4228187919463087,0.29057249673438135
03,eeg_csp,NoVisuals,5,236,89,0.3771186440677966,0.20640620511347316
03,eeg_csp,NoVisuals,10,116,38,0.3275862068965517,0.1361474435196195
03,eeg_csp,NoVisuals,30,36,10,0.2777777777777778,0.030864197530864203
03,eeg_csp,NoVisuals,60,16,4,0.25,0.0
03,eeg_eogreg_ts,FixedVideo,1,1192,522,0.43791946308724833,0.39948650961668397
03,eeg_eogreg_ts,FixedVideo,2,596,243,0.4077181208053691,0.3917165893428224
03,eeg_eogreg_ts,FixedVideo,5,236,99,0.4194915254237288,0.36972134444125254
03,eeg_eogreg_ts,FixedVideo,10,116,45,0.3879310344827586,0.3620689655172413
03,eeg_eogreg_ts,FixedVideo,30,36,14,0.3888888888888889,0.2654320987654321
03,eeg_eogreg_ts,FixedVideo,60,16,5,0.3125,0.1875
03,eeg_eogreg_ts,MovingVideo,1,1192,451,0.3783557046979866,0.31589793252556186
03,eeg_eogreg_ts,MovingVideo,2,596,214,0.35906040268456374,0.3270348182514301
03,eeg_eogreg_ts,MovingVideo,5,236,90,0.3813559322033898,0.31284113760413673
03,eeg_eogreg_ts,MovingVideo,10,116,43,0.3706896551724138,0.29488703923900117
03,eeg_eogreg_ts,MovingVideo,30,36,9,0.25,0.25925925925925924
03,eeg_eogreg_ts,MovingVideo,60,16,5,0.3125,0.3125
03,eeg_eogreg_ts,NoVisuals,1,1192,403,0.33808724832214765,0.20696139813521913
03,eeg_eogreg_ts,NoVisuals,2,596,201,0.337248322147651,0.20066663663798928
03,eeg_eogreg_ts,NoVisuals,5,236,77,0.326271186440678,0.19735708129847743
03,eeg_eogreg_ts,NoVisuals,10,116,36,0.3103448275862069,0.15041617122473247
03,eeg_eogreg_ts,NoVisuals,30,36,13,0.3611111111111111,0.09876543209876544
03,eeg_eogreg_ts,NoVisuals,60,16,5,0.3125,0.0625
03,eeg_post_ts,FixedVideo,1,1192,551,0.462248322147651,0.45912909328408624
03,eeg_post_ts,FixedVideo,2,596,293,0.49161073825503354,0.4587856402864736
03,eeg_post_ts,FixedVideo,5,236,113,0.4788135593220339,0.45619074978454466
03,eeg_post_ts,FixedVideo,10,116,54,0.46551724137931033,0.44351961950059454
03,eeg_post_ts,FixedVideo,30,36,14,0.3888888888888889,0.41975308641975306
03,eeg_post_ts,FixedVideo,60,16,5,0.3125,0.375
03,eeg_post_ts,MovingVideo,1,1192,550,0.46140939597315433,0.41744741227872617
03,eeg_post_ts,MovingVideo,2,596,275,0.46140939597315433,0.3744200711679654
03,eeg_post_ts,MovingVideo,5,236,104,0.4406779661016949,0.3261993679977018
03,eeg_post_ts,MovingVideo,10,116,46,0.39655172413793105,0.2502972651605232
03,eeg_post_ts,MovingVideo,30,36,11,0.3055555555555556,0.09876543209876543
03,eeg_post_ts,MovingVideo,60,16,5,0.3125,0.0625
03,eeg_post_ts,NoVisuals,1,1192,403,0.33808724832214765,0.29177176703752083
03,eeg_post_ts,NoVisuals,2,596,198,0.33221476510067116,0.2822620602675555
03,eeg_post_ts,NoVisuals,5,236,86,0.3644067796610169,0.2673082447572537
03,eeg_post_ts,NoVisuals,10,116,33,0.28448275862068967,0.20035671819262785
03,eeg_post_ts,NoVisuals,30,36,10,0.2777777777777778,0.12345679012345678
03,eeg_post_ts,NoVisuals,60,16,3,0.1875,0.09375
03,eeg_ts,FixedVideo,1,1192,554,0.46476510067114096,0.4375253366965452
03,eeg_ts,FixedVideo,2,596,275,0.46140939597315433,0.4790099545065537
03,eeg_ts,FixedVideo,5,236,118,0.5,0.49511634587762143
03,eeg_ts,FixedVideo,10,116,58,0.5,0.5035671819262781
03,eeg_ts,FixedVideo,30,36,15,0.4166666666666667,0.5185185185185186
03,eeg_ts,FixedVideo,60,16,6,0.375,0.5
03,eeg_ts,MovingVideo,1,1192,487,0.4085570469798658,0.331567271744516
03,eeg_ts,MovingVideo,2,596,250,0.41946308724832215,0.3481599927931174
03,eeg_ts,MovingVideo,5,236,95,0.4025423728813559,0.329503016374605
03,eeg_ts,MovingVideo,10,116,44,0.3793103448275862,0.30499405469678953
03,eeg_ts,MovingVideo,30,36,12,0.3333333333333333,0.24691358024691362
03,eeg_ts,MovingVideo,60,16,5,0.3125,0.28125
03,eeg_ts,NoVisuals,1,1192,415,0.34815436241610737,0.2543860636908247
03,eeg_ts,NoVisuals,2,596,187,0.313758389261745,0.22158911760731498
03,eeg_ts,NoVisuals,5,236,72,0.3050847457627119,0.20741166331513933
03,eeg_ts,NoVisuals,10,116,32,0.27586206896551724,0.1629013079667063
03,eeg_ts,NoVisuals,30,36,8,0.2222222222222222,0.1111111111111111
03,eeg_ts,NoVisuals,60,16,2,0.125,0.0625
03,eog_ts,FixedVideo,1,1192,769,0.6451342281879194,0.697868339263997
03,eog_ts,FixedVideo,2,596,420,0.7046979865771812,0.7870140984640331
03,eog_ts,FixedVideo,5,236,192,0.8135593220338984,0.8859523125538638
03,eog_ts,FixedVideo,10,116,98,0.8448275862068966,0.9161712247324614
03,eog_ts,FixedVideo,30,36,33,0.9166666666666666,0.9876543209876543
03,eog_ts,FixedVideo,60,16,16,1.0,1.0
03,eog_ts,MovingVideo,1,1192,599,0.50251677852349,0.5242106211431917
03,eog_ts,MovingVideo,2,596,294,0.49328859060402686,0.5371604882662944
03,eog_ts,MovingVideo,5,236,127,0.538135593220339,0.5626256822752083
03,eog_ts,MovingVideo,10,116,57,0.49137931034482757,0.5600475624256838
03,eog_ts,MovingVideo,30,36,19,0.5277777777777778,0.6049382716049383
03,eog_ts,MovingVideo,60,16,8,0.5,0.65625
03,eog_ts,NoVisuals,1,1192,554,0.46476510067114096,0.45803116976712765
03,eog_ts,NoVisuals,2,596,274,0.4597315436241611,0.4731543624161074
03,eog_ts,NoVisuals,5,236,110,0.4661016949152542,0.4679689744326343
03,eog_ts,NoVisuals,10,116,57,0.49137931034482757,0.47859690844233055
03,eog_ts,NoVisuals,30,36,20,0.5555555555555556,0.4814814814814815
03,eog_ts,NoVisuals,60,16,10,0.625,0.5625
03,gazectrl_csp,FixedVideo,1,1192,550,0.46140939597315433,0.4601876041619747
03,gazectrl_csp,FixedVideo,2,596,291,0.48825503355704697,0.4616233502995361
03,gazectrl_csp,FixedVideo,5,236,118,0.5,0.45489801781097383
03,gazectrl_csp,FixedVideo,10,116,51,0.4396551724137931,0.42627824019024974
03,gazectrl_csp,FixedVideo,30,36,17,0.4722222222222222,0.462962962962963
03,gazectrl_csp,FixedVideo,60,16,8,0.5,0.375
03,gazectrl_csp,MovingVideo,1,1192,573,0.48070469798657717,0.4582789063555696
03,gazectrl_csp,MovingVideo,2,596,272,0.4563758389261745,0.44171433719201836
03,gazectrl_csp,MovingVideo,5,236,105,0.4449152542372881,0.4245906348750359
03,gazectrl_csp,MovingVideo,10,116,51,0.4396551724137931,0.39179548156956
03,gazectrl_csp,MovingVideo,30,36,13,0.3611111111111111,0.32098765432098764
03,gazectrl_csp,MovingVideo,60,16,5,0.3125,0.28125
03,gazectrl_csp,NoVisuals,1,1192,533,0.4471476510067114,0.410606504211522
03,gazectrl_csp,NoVisuals,2,596,257,0.4312080536912752,0.38653664249358133
03,gazectrl_csp,NoVisuals,5,236,96,0.4067796610169492,0.31585751220913527
03,gazectrl_csp,NoVisuals,10,116,39,0.33620689655172414,0.2455410225921522
03,gazectrl_csp,NoVisuals,30,36,11,0.3055555555555556,0.09876543209876545
03,gazectrl_csp,NoVisuals,60,16,4,0.25,0.0
03,gazectrl_ts,FixedVideo,1,1192,583,0.4890939597315436,0.48929102292689514
03,gazectrl_ts,FixedVideo,2,596,288,0.48322147651006714,0.4799108148281609
03,gazectrl_ts,FixedVideo,5,236,123,0.5211864406779662,0.5050272910083309
03,gazectrl_ts,FixedVideo,10,116,62,0.5344827586206896,0.5023781212841856
03,gazectrl_ts,FixedVideo,30,36,20,0.5555555555555556,0.5555555555555556
03,gazectrl_ts,FixedVideo,60,16,10,0.625,0.5625
03,gazectrl_ts,MovingVideo,1,1192,573,0.48070469798657717,0.46791248141975594
03,gazectrl_ts,MovingVideo,2,596,284,0.47651006711409394,0.4748209540110806
03,gazectrl_ts,MovingVideo,5,236,110,0.4661016949152542,0.4481470841712152
03,gazectrl_ts,MovingVideo,10,116,54,0.46551724137931033,0.4334126040428062
03,gazectrl_ts,MovingVideo,30,36,16,0.4444444444444444,0.37037037037037035
03,gazectrl_ts,MovingVideo,60,16,7,0.4375,0.375
03,gazectrl_ts,NoVisuals,1,1192,545,0.45721476510067116,0.42656862303499843
03,gazectrl_ts,NoVisuals,2,596,252,0.4228187919463087,0.3862213413810189
03,gazectrl_ts,NoVisuals,5,236,95,0.4025423728813559,0.3562194771617351
03,gazectrl_ts,NoVisuals,10,116,41,0.35344827586206895,0.32461355529131986
03,gazectrl_ts,NoVisuals,30,36,13,0.3611111111111111,0.21604938271604937
03,gazectrl_ts,NoVisuals,60,16,5,0.3125,0.0625
04,eeg_alpha_ts,FixedVideo,1,1192,620,0.5201342281879194,0.5207704607900544
04,eeg_alpha_ts,FixedVideo,2,596,292,0.4899328859060403,0.4961488221251295
04,eeg_alpha_ts,FixedVideo,5,236,115,0.4872881355932203,0.5222637173226085
04,eeg_alpha_ts,FixedVideo,10,116,59,0.5086206896551724,0.5273483947681332
04,eeg_alpha_ts,FixedVideo,30,36,19,0.5277777777777778,0.5925925925925926
04,eeg_alpha_ts,FixedVideo,60,16,10,0.625,0.625
04,eeg_alpha_ts,MovingTargetNoise,1,1192,615,0.5159395973154363,0.510720237827125
04,eeg_alpha_ts,MovingTargetNoise,2,596,305,0.511744966442953,0.5093914688527543
04,eeg_alpha_ts,MovingTargetNoise,5,236,118,0.5,0.4979890835966676
04,eeg_alpha_ts,MovingTargetNoise,10,116,55,0.47413793103448276,0.48810939357907257
04,eeg_alpha_ts,MovingTargetNoise,30,36,16,0.4444444444444444,0.49382716049382713
04,eeg_alpha_ts,MovingTargetNoise,60,16,8,0.5,0.625
04,eeg_alpha_ts,MovingVideo,1,1192,579,0.48573825503355705,0.49930746362776457
04,eeg_alpha_ts,MovingVideo,2,596,300,0.5033557046979866,0.5013963334984911
04,eeg_alpha_ts,MovingVideo,5,236,114,0.4830508474576271,0.5030163746049985
04,eeg_alpha_ts,MovingVideo,10,116,62,0.5344827586206896,0.5089179548156956
04,eeg_alpha_ts,MovingVideo,30,36,18,0.5,0.5185185185185185
04,eeg_alpha_ts,MovingVideo,60,16,9,0.5625,0.4375
04,eeg_alpha_ts,NoVisuals,1,1192,603,0.5058724832214765,0.508321697220846
04,eeg_alpha_ts,NoVisuals,2,596,300,0.5033557046979866,0.5013062474663303
04,eeg_alpha_ts,NoVisuals,5,236,120,0.5084745762711864,0.5218328066647515
04,eeg_alpha_ts,NoVisuals,10,116,58,0.5,0.5249702734839476
04,eeg_alpha_ts,NoVisuals,30,36,17,0.4722222222222222,0.5061728395061729
04,eeg_alpha_ts,NoVisuals,60,16,9,0.5625,0.59375
04,eeg_csp,FixedVideo,1,1192,576,0.48322147651006714,0.46428088824827707
04,eeg_csp,FixedVideo,2,596,279,0.46812080536912754,0.4586054682221522
04,eeg_csp,FixedVideo,5,236,108,0.4576271186440678,0.4215742602700373
04,eeg_csp,FixedVideo,10,116,47,0.4051724137931034,0.3977407847800238
04,eeg_csp,FixedVideo,30,36,15,0.4166666666666667,0.3827160493827161
04,eeg_csp,FixedVideo,60,16,6,0.375,0.1875
04,eeg_csp,MovingTargetNoise,1,1192,612,0.5134228187919463,0.5438718976622674
04,eeg_csp,MovingTargetNoise,2,596,317,0.5318791946308725,0.5488491509391469
04,eeg_csp,MovingTargetNoise,5,236,115,0.4872881355932203,0.5231255386383222
04,eeg_csp,MovingTargetNoise,10,116,59,0.5086206896551724,0.5225921521997622
04,eeg_csp,MovingTargetNoise,30,36,19,0.5277777777777778,0.5185185185185186
04,eeg_csp,MovingTargetNoise,60,16,8,0.5,0.4375
04,eeg_csp,MovingVideo,1,1192,532,0.4463087248322148,0.450244358362236
04,eeg_csp,MovingVideo,2,596,271,0.4546979865771812,0.452276924462862
04,eeg_csp,MovingVideo,5,236,114,0.4830508474576271,0.45604711289859234
04,eeg_csp,MovingVideo,10,116,58,0.5,0.44946492271105826
04,eeg_csp,MovingVideo,30,36,16,0.4444444444444444,0.4012345679012346
04,eeg_csp,MovingVideo,60,16,8,0.5,0.375
04,eeg_csp,NoVisuals,1,1192,730,0.6124161073825504,0.6368519436061439
04,eeg_csp,NoVisuals,2,596,369,0.6191275167785235,0.6308049186973561
04,eeg_csp,NoVisuals,5,236,144,0.6101694915254238,0.6219477161735133
04,eeg_csp,NoVisuals,10,116,75,0.646551724137931,0.617717003567182
04,eeg_csp,NoVisuals,30,36,21,0.5833333333333334,0.5987654320987654
04,eeg_csp,NoVisuals,60,16,12,0.75,0.625
04,eeg_eogreg_ts,FixedVideo,1,1192,606,0.5083892617449665,0.4991948560875637
04,eeg_eogreg_ts,FixedVideo,2,596,297,0.4983221476510067,0.5017341561190937
04,eeg_eogreg_ts,FixedVideo,5,236,121,0.5127118644067796,0.47701809824763
04,eeg_eogreg_ts,FixedVideo,10,116,58,0.5,0.4839476813317479
04,eeg_eogreg_ts,FixedVideo,30,36,15,0.4166666666666667,0.45679012345679015
04,eeg_eogreg_ts,FixedVideo,60,16,7,0.4375,0.5
04,eeg_eogreg_ts,MovingTargetNoise,1,1192,686,0.575503355704698,0.6244707445610558
04,eeg_eogreg_ts,MovingTargetNoise,2,596,336,0.5637583892617449,0.6140714382235034
04,eeg_eogreg_ts,MovingTargetNoise,5,236,132,0.559322033898305,0.594656707842574
